Phase  EBF_Simu  CROP_Simu
 -100.0000      0.0123      0.0233
  -99.0000      0.0123      0.0230
  -98.0000      0.0123      0.0226
  -97.0000      0.0123      0.0223
  -96.0000      0.0123      0.0220
  -95.0000      0.0123      0.0217
  -94.0000      0.0122      0.0214
  -93.0000      0.0122      0.0212
  -92.0000      0.0122      0.0209
  -91.0000      0.0122      0.0207
  -90.0000      0.0122      0.0204
  -89.0000      0.0122      0.0202
  -88.0000      0.0122      0.0200
  -87.0000      0.0122      0.0198
  -86.0000      0.0122      0.0196
  -85.0000      0.0121      0.0195
  -84.0000      0.0121      0.0193
  -83.0000      0.0122      0.0191
  -82.0000      0.0122      0.0190
  -81.0000      0.0122      0.0189
  -80.0000      0.0122      0.0188
  -79.0000      0.0122      0.0187
  -78.0000      0.0122      0.0186
  -77.0000      0.0122      0.0185
  -76.0000      0.0122      0.0184
  -75.0000      0.0123      0.0184
  -74.0000      0.0123      0.0183
  -73.0000      0.0123      0.0183
  -72.0000      0.0123      0.0182
  -71.0000      0.0124      0.0182
  -70.0000      0.0124      0.0182
  -69.0000      0.0125      0.0182
  -68.0000      0.0125      0.0182
  -67.0000      0.0125      0.0182
  -66.0000      0.0126      0.0182
  -65.0000      0.0126      0.0182
  -64.0000      0.0127      0.0182
  -63.0000      0.0127      0.0183
  -62.0000      0.0128      0.0183
  -61.0000      0.0128      0.0184
  -60.0000      0.0129      0.0184
  -59.0000      0.0130      0.0185
  -58.0000      0.0130      0.0186
  -57.0000      0.0131      0.0187
  -56.0000      0.0132      0.0188
  -55.0000      0.0133      0.0189
  -54.0000      0.0134      0.0190
  -53.0000      0.0135      0.0191
  -52.0000      0.0136      0.0192
  -51.0000      0.0137      0.0193
  -50.0000      0.0138      0.0194
  -49.0000      0.0139      0.0196
  -48.0000      0.0140      0.0197
  -47.0000      0.0141      0.0199
  -46.0000      0.0143      0.0200
  -45.0000      0.0144      0.0202
  -44.0000      0.0145      0.0203
  -43.0000      0.0146      0.0205
  -42.0000      0.0148      0.0206
  -41.0000      0.0149      0.0208
  -40.0000      0.0150      0.0210
  -39.0000      0.0152      0.0212
  -38.0000      0.0153      0.0214
  -37.0000      0.0155      0.0215
  -36.0000      0.0156      0.0217
  -35.0000      0.0158      0.0219
  -34.0000      0.0159      0.0221
  -33.0000      0.0161      0.0223
  -32.0000      0.0162      0.0225
  -31.0000      0.0164      0.0227
  -30.0000      0.0165      0.0229
  -29.0000      0.0167      0.0231
  -28.0000      0.0169      0.0233
  -27.0000      0.0170      0.0235
  -26.0000      0.0172      0.0238
  -25.0000      0.0174      0.0240
  -24.0000      0.0176      0.0242
  -23.0000      0.0177      0.0244
  -22.0000      0.0179      0.0246
  -21.0000      0.0181      0.0248
  -20.0000      0.0183      0.0251
  -19.0000      0.0185      0.0253
  -18.0000      0.0187      0.0255
  -17.0000      0.0189      0.0257
  -16.0000      0.0191      0.0260
  -15.0000      0.0193      0.0262
  -14.0000      0.0195      0.0264
  -13.0000      0.0198      0.0266
  -12.0000      0.0201      0.0269
  -11.0000      0.0204      0.0271
  -10.0000      0.0207      0.0273
   -9.0000      0.0211      0.0276
   -8.0000      0.0215      0.0278
   -7.0000      0.0221      0.0281
   -6.0000      0.0227      0.0284
   -5.0000      0.0235      0.0287
   -4.0000      0.0245      0.0291
   -3.0000      0.0258      0.0296
   -2.0000      0.0275      0.0303
   -1.0000      0.0297      0.0313
    0.0000      0.0326      0.0328
    1.0000      0.0301      0.0316
    2.0000      0.0282      0.0309
    3.0000      0.0267      0.0306
    4.0000      0.0257      0.0304
    5.0000      0.0249      0.0303
    6.0000      0.0243      0.0303
    7.0000      0.0238      0.0304
    8.0000      0.0235      0.0304
    9.0000      0.0233      0.0305
   10.0000      0.0231      0.0306
   11.0000      0.0229      0.0307
   12.0000      0.0228      0.0307
   13.0000      0.0227      0.0308
   14.0000      0.0227      0.0309
   15.0000      0.0226      0.0310
   16.0000      0.0226      0.0311
   17.0000      0.0226      0.0311
   18.0000      0.0225      0.0312
   19.0000      0.0225      0.0313
   20.0000      0.0225      0.0314
   21.0000      0.0225      0.0315
   22.0000      0.0224      0.0315
   23.0000      0.0224      0.0316
   24.0000      0.0224      0.0317
   25.0000      0.0224      0.0318
   26.0000      0.0224      0.0318
   27.0000      0.0223      0.0319
   28.0000      0.0223      0.0320
   29.0000      0.0223      0.0321
   30.0000      0.0223      0.0322
   31.0000      0.0223      0.0323
   32.0000      0.0223      0.0324
   33.0000      0.0223      0.0325
   34.0000      0.0224      0.0326
   35.0000      0.0225      0.0327
   36.0000      0.0226      0.0328
   37.0000      0.0228      0.0329
   38.0000      0.0229      0.0331
   39.0000      0.0231      0.0332
   40.0000      0.0232      0.0334
