Phase  Observation
  -91.5000      0.0224
  -90.5000      0.0214
  -89.5000      0.0192
  -88.5000      0.0184
  -87.5000      0.0189
  -86.5000      0.0222
  -82.5000      0.0223
  -81.5000      0.0225
  -80.5000      0.0201
  -79.5000      0.0180
  -78.5000      0.0159
  -77.5000      0.0158
  -76.5000      0.0174
  -70.5000      0.0216
  -69.5000      0.0212
  -68.5000      0.0222
  -67.5000      0.0209
  -66.5000      0.0201
  -65.5000      0.0199
  -63.5000      0.0195
  -62.5000      0.0202
  -55.5000      0.0244
  -54.5000      0.0234
  -53.5000      0.0242
  -52.5000      0.0243
  -51.5000      0.0233
  -50.5000      0.0221
  -49.5000      0.0217
  -48.5000      0.0214
  -47.5000      0.0209
  -43.5000      0.0207
  -40.5000      0.0230
  -39.5000      0.0258
  -38.5000      0.0264
  -37.5000      0.0263
  -32.5000      0.0248
  -31.5000      0.0231
  -29.5000      0.0214
  -28.5000      0.0224
  -27.5000      0.0218
  -26.5000      0.0228
  -25.5000      0.0217
  -22.5000      0.0220
  -21.5000      0.0219
  -20.5000      0.0233
  -19.5000      0.0236
  -18.5000      0.0252
   11.5000      0.0273
   12.5000      0.0239
   16.5000      0.0235
   18.5000      0.0233
   19.5000      0.0238
   20.5000      0.0246
   21.5000      0.0235
   22.5000      0.0228
   23.5000      0.0247
   24.5000      0.0244
   25.5000      0.0233
   26.5000      0.0241
   27.5000      0.0236
   28.5000      0.0255
   29.5000      0.0277
   30.5000      0.0223
   31.5000      0.0225
   32.5000      0.0260
   33.5000      0.0259
   35.5000      0.0258
   36.5000      0.0260
   37.5000      0.0247
   39.5000      0.0258
   40.5000      0.0251
   41.5000      0.0247
   42.5000      0.0345
   43.5000      0.0274
   47.5000      0.0282
   48.5000      0.0323
   50.5000      0.0338
   51.5000      0.0305
   55.5000      0.0352
   56.5000      0.0366
   58.5000      0.0345
   59.5000      0.0379
