Phase  Observation
  -91.5000      0.0504
  -90.5000      0.0482
  -89.5000      0.0472
  -88.5000      0.0458
  -87.5000      0.0459
  -86.5000      0.0461
  -82.5000      0.0473
  -81.5000      0.0475
  -80.5000      0.0469
  -79.5000      0.0452
  -78.5000      0.0429
  -77.5000      0.0430
  -76.5000      0.0428
  -70.5000      0.0474
  -69.5000      0.0464
  -68.5000      0.0483
  -67.5000      0.0477
  -66.5000      0.0471
  -65.5000      0.0462
  -63.5000      0.0445
  -55.5000      0.0493
  -54.5000      0.0483
  -53.5000      0.0487
  -52.5000      0.0494
  -51.5000      0.0493
  -50.5000      0.0492
  -49.5000      0.0487
  -48.5000      0.0490
  -47.5000      0.0480
  -41.5000      0.0515
  -40.5000      0.0477
  -39.5000      0.0511
  -38.5000      0.0514
  -37.5000      0.0508
  -36.5000      0.0516
  -33.5000      0.0518
  -32.5000      0.0507
  -31.5000      0.0504
  -30.5000      0.0479
  -29.5000      0.0499
  -28.5000      0.0515
  -27.5000      0.0498
  -26.5000      0.0507
  -25.5000      0.0492
  -20.5000      0.0483
  -19.5000      0.0494
  -18.5000      0.0506
   12.5000      0.0601
   13.5000      0.0581
   14.5000      0.0574
   15.5000      0.0583
   16.5000      0.0587
   17.5000      0.0555
   18.5000      0.0558
   19.5000      0.0572
   20.5000      0.0588
   21.5000      0.0574
   22.5000      0.0566
   23.5000      0.0588
   24.5000      0.0574
   25.5000      0.0557
   26.5000      0.0569
   27.5000      0.0568
   28.5000      0.0561
   29.5000      0.0584
   30.5000      0.0573
   31.5000      0.0581
   32.5000      0.0566
   33.5000      0.0582
   34.5000      0.0589
   35.5000      0.0574
   36.5000      0.0585
   37.5000      0.0571
   38.5000      0.0586
   39.5000      0.0576
   40.5000      0.0571
   41.5000      0.0574
   42.5000      0.0587
   43.5000      0.0574
   45.5000      0.0573
   46.5000      0.0583
   47.5000      0.0590
   48.5000      0.0595
   49.5000      0.0605
   50.5000      0.0596
   52.5000      0.0580
   55.5000      0.0590
   56.5000      0.0595
   58.5000      0.0579
   59.5000      0.0594
