Phase  EBF_Simu  CROP_Simu
 -100.0000      0.0238      0.0429
  -99.0000      0.0231      0.0417
  -98.0000      0.0225      0.0406
  -97.0000      0.0219      0.0396
  -96.0000      0.0213      0.0386
  -95.0000      0.0207      0.0377
  -94.0000      0.0202      0.0368
  -93.0000      0.0198      0.0360
  -92.0000      0.0193      0.0352
  -91.0000      0.0189      0.0344
  -90.0000      0.0185      0.0337
  -89.0000      0.0181      0.0331
  -88.0000      0.0177      0.0325
  -87.0000      0.0174      0.0319
  -86.0000      0.0171      0.0313
  -85.0000      0.0168      0.0308
  -84.0000      0.0165      0.0304
  -83.0000      0.0163      0.0299
  -82.0000      0.0161      0.0295
  -81.0000      0.0159      0.0291
  -80.0000      0.0157      0.0288
  -79.0000      0.0155      0.0285
  -78.0000      0.0153      0.0282
  -77.0000      0.0152      0.0279
  -76.0000      0.0151      0.0277
  -75.0000      0.0150      0.0275
  -74.0000      0.0149      0.0273
  -73.0000      0.0148      0.0271
  -72.0000      0.0147      0.0270
  -71.0000      0.0147      0.0269
  -70.0000      0.0146      0.0268
  -69.0000      0.0146      0.0267
  -68.0000      0.0146      0.0267
  -67.0000      0.0146      0.0266
  -66.0000      0.0146      0.0266
  -65.0000      0.0146      0.0266
  -64.0000      0.0147      0.0266
  -63.0000      0.0147      0.0267
  -62.0000      0.0148      0.0267
  -61.0000      0.0148      0.0268
  -60.0000      0.0149      0.0269
  -59.0000      0.0150      0.0270
  -58.0000      0.0151      0.0271
  -57.0000      0.0152      0.0272
  -56.0000      0.0153      0.0274
  -55.0000      0.0154      0.0275
  -54.0000      0.0156      0.0277
  -53.0000      0.0157      0.0278
  -52.0000      0.0159      0.0280
  -51.0000      0.0160      0.0282
  -50.0000      0.0162      0.0284
  -49.0000      0.0163      0.0286
  -48.0000      0.0165      0.0288
  -47.0000      0.0167      0.0290
  -46.0000      0.0169      0.0292
  -45.0000      0.0171      0.0295
  -44.0000      0.0173      0.0297
  -43.0000      0.0175      0.0300
  -42.0000      0.0177      0.0302
  -41.0000      0.0179      0.0305
  -40.0000      0.0181      0.0308
  -39.0000      0.0183      0.0311
  -38.0000      0.0186      0.0314
  -37.0000      0.0188      0.0316
  -36.0000      0.0190      0.0320
  -35.0000      0.0193      0.0323
  -34.0000      0.0195      0.0326
  -33.0000      0.0198      0.0329
  -32.0000      0.0201      0.0332
  -31.0000      0.0203      0.0336
  -30.0000      0.0206      0.0339
  -29.0000      0.0209      0.0343
  -28.0000      0.0211      0.0346
  -27.0000      0.0214      0.0350
  -26.0000      0.0217      0.0353
  -25.0000      0.0220      0.0357
  -24.0000      0.0223      0.0360
  -23.0000      0.0226      0.0364
  -22.0000      0.0229      0.0368
  -21.0000      0.0232      0.0371
  -20.0000      0.0235      0.0375
  -19.0000      0.0238      0.0379
  -18.0000      0.0242      0.0382
  -17.0000      0.0245      0.0386
  -16.0000      0.0249      0.0390
  -15.0000      0.0253      0.0393
  -14.0000      0.0257      0.0397
  -13.0000      0.0262      0.0401
  -12.0000      0.0267      0.0405
  -11.0000      0.0273      0.0409
  -10.0000      0.0280      0.0414
   -9.0000      0.0289      0.0419
   -8.0000      0.0300      0.0425
   -7.0000      0.0314      0.0432
   -6.0000      0.0331      0.0442
   -5.0000      0.0354      0.0457
   -4.0000      0.0383      0.0480
   -3.0000      0.0422      0.0515
   -2.0000      0.0473      0.0571
   -1.0000      0.0541      0.0662
    0.0000      0.0632      0.0810
    1.0000      0.0550      0.0673
    2.0000      0.0489      0.0591
    3.0000      0.0445      0.0543
    4.0000      0.0412      0.0516
    5.0000      0.0388      0.0502
    6.0000      0.0371      0.0495
    7.0000      0.0360      0.0493
    8.0000      0.0351      0.0494
    9.0000      0.0346      0.0497
   10.0000      0.0343      0.0501
   11.0000      0.0341      0.0505
   12.0000      0.0341      0.0510
   13.0000      0.0341      0.0516
   14.0000      0.0343      0.0521
   15.0000      0.0344      0.0527
   16.0000      0.0346      0.0532
   17.0000      0.0349      0.0538
   18.0000      0.0352      0.0544
   19.0000      0.0354      0.0550
   20.0000      0.0357      0.0556
   21.0000      0.0361      0.0562
   22.0000      0.0364      0.0569
   23.0000      0.0367      0.0575
   24.0000      0.0371      0.0582
   25.0000      0.0375      0.0588
   26.0000      0.0378      0.0595
   27.0000      0.0382      0.0602
   28.0000      0.0386      0.0609
   29.0000      0.0390      0.0616
   30.0000      0.0394      0.0624
   31.0000      0.0399      0.0631
   32.0000      0.0403      0.0639
   33.0000      0.0407      0.0647
   34.0000      0.0412      0.0654
   35.0000      0.0416      0.0661
   36.0000      0.0421      0.0668
   37.0000      0.0426      0.0675
   38.0000      0.0431      0.0683
   39.0000      0.0436      0.0690
   40.0000      0.0441      0.0699
